Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
12999,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13002,373,FALSE,0,8,C5,C5,7F,3B,C,BA,80,17,
13006,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13010,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13015,373,FALSE,0,8,C5,C5,7F,3B,C,BA,80,17,
13018,630,FALSE,0,8,0,0,0,0,0,0,0,0,
13021,669,FALSE,0,8,2,0,0,0,0,0,0,0,
13025,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
13028,6BD,FALSE,0,8,0,0,0,0,0,0,0,0,
13031,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
13035,377,FALSE,0,8,5,BB,1,6,41,3F,3D,22,
13038,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
13042,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13046,563,FALSE,0,8,AA,AA,AA,AA,A2,2A,0,0,
13049,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13052,373,FALSE,0,8,C5,C5,7F,3A,C,BA,80,17,
13057,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13061,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13065,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13068,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
13072,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
13076,377,FALSE,0,8,5,BB,1,6,41,3F,3D,22,
13079,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13082,373,FALSE,0,8,C5,C5,7F,3A,C,BA,80,17,
13086,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
13090,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13093,373,FALSE,0,8,C5,C5,7F,3A,C,BA,80,17,
13097,286,FALSE,0,8,0,0,0,39,0,0,A,0,
13101,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13105,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13108,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13111,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13115,377,FALSE,0,8,5,BB,1,6,41,3F,3D,22,
13119,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
13122,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13126,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13130,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13133,398,FALSE,0,8,1,0,0,4D,52,0,0,0,
13136,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
13140,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13144,373,FALSE,0,8,C5,C5,7F,3B,C,BA,80,17,
13148,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
13152,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
13156,377,FALSE,0,8,5,BB,1,6,41,3F,3D,22,
13159,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13163,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13166,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13170,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13173,373,FALSE,0,8,C5,C5,7F,3A,C,BA,80,17,
13177,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
13180,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
13185,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13188,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13192,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13196,377,FALSE,0,8,5,BB,1,6,41,3F,3D,22,
13199,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13203,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13207,154,FALSE,0,8,66,66,70,66,A,E,74,3C,
13210,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13213,373,FALSE,0,8,C5,C5,7F,3B,C,BA,80,17,
13217,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13221,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13225,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13229,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13233,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13236,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
13240,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13243,373,FALSE,0,8,C5,C5,7F,3B,C,BA,80,17,
13247,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13251,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13254,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13258,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
13262,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13265,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
13270,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13273,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13277,377,FALSE,0,8,5,BB,1,1,41,3F,3D,22,
13280,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13283,373,FALSE,0,8,C5,C5,7F,3D,C,BA,80,17,
13287,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13290,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13294,373,FALSE,0,8,C5,C5,7F,3D,C,BA,80,17,
13298,207,FALSE,0,8,0,0,0,0,0,0,C,0,
13301,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13304,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13308,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13313,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13316,377,FALSE,0,8,5,BB,1,1,41,3F,3D,22,
13320,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13323,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
13327,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13330,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13334,398,FALSE,0,8,1,0,0,4D,52,0,0,0,
13337,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
13341,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
13344,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13348,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
13352,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13356,377,FALSE,0,8,5,BB,1,1,41,3F,3D,22,
13360,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13363,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
13367,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13371,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13375,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13378,375,FALSE,0,8,8,8,0,27,E7,0,0,0,
13381,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13385,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
13389,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
13392,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13396,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13400,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13404,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
13407,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13411,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13415,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13418,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13422,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13426,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
13429,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13433,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13436,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13441,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13444,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13448,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13451,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
13455,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13458,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
13462,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13466,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
13469,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13472,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13476,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13479,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13483,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
13487,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13490,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13494,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
13498,207,FALSE,0,8,0,0,0,0,0,0,0,0,
13501,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13505,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13508,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13512,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13515,377,FALSE,0,8,5,BB,0,F7,41,3F,3D,22,
13519,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
13523,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13528,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13531,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13535,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13538,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
13542,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13546,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13549,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13553,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13556,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13560,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13563,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
13568,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13572,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13575,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13579,375,FALSE,0,8,8,8,0,27,E7,0,0,0,
13582,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13586,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
13589,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13593,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13596,286,FALSE,0,8,0,0,0,39,0,0,A,0,
13600,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13603,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
13606,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13611,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13614,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
13618,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13621,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13625,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13628,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13632,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13636,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13639,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
13643,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13647,388,FALSE,0,8,1,0,0,0,0,0,0,2,
13650,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13654,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
13658,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13661,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13665,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13669,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
13672,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13676,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13680,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13683,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
13687,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13690,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13693,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
13698,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13701,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13705,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13709,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13712,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
13716,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13720,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
13723,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13727,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13731,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13734,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13739,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
13742,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13746,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13750,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13753,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13757,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13760,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13764,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13767,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13771,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13775,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13778,375,FALSE,0,8,8,8,0,27,E7,0,0,0,
13782,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13786,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
13790,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13793,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
13797,286,FALSE,0,8,0,0,0,39,0,0,A,0,
13800,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13803,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
13807,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13810,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13814,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13817,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13821,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
13826,6FA,FALSE,0,8,1,32,57,48,5A,30,30,32,
13830,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13833,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13837,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
13840,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13844,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13847,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13851,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13854,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13858,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
13861,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13865,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13870,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
13873,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13877,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13880,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13884,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13887,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
13890,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
13894,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13898,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13901,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13905,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13910,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
13913,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13917,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
13920,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
13924,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
13928,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13931,287,FALSE,0,8,27,10,27,10,27,10,0,0,
13935,398,FALSE,0,8,1,0,0,4D,52,0,0,0,
13938,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
13942,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
13946,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13949,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
13954,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
13957,676,FALSE,0,8,0,0,0,0,0,0,0,0,
13960,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13964,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
13967,677,FALSE,0,8,0,0,0,0,0,0,0,0,
13970,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13974,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13977,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
13980,362,FALSE,0,8,2,1,0,0,0,0,0,0,
13984,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13987,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
13991,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
13996,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
13999,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
14003,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14007,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
14010,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14013,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14017,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14020,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14023,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
14027,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
14030,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14034,398,FALSE,0,8,1,0,0,4D,52,0,0,0,
14038,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
14042,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14045,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14049,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
14053,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
14057,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14060,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14063,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14067,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
14070,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14074,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14078,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
14082,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
14086,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14089,66B,FALSE,0,8,0,39,34,37,39,41,30,36,
14093,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14097,286,FALSE,0,8,0,0,0,39,0,0,A,0,
14100,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14103,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14107,154,FALSE,0,8,66,66,70,66,A,E,74,3C,
14110,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14114,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14118,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14123,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14126,6FA,FALSE,0,8,1,32,57,48,5A,30,30,32,
14130,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
14134,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14137,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
14141,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14144,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14148,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
14152,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14155,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14159,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
14163,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14167,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
14171,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14174,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
14178,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
14182,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14185,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14189,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
14192,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14196,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
14200,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
14203,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14208,154,FALSE,0,8,66,66,70,66,A,E,74,3C,
14211,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14215,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14219,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14223,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14226,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
14230,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
14233,424,FALSE,0,8,4,8F,4,F,92,DB,0,0,
14237,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
14241,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14244,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14248,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
14252,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14256,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14260,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
14263,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14267,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
14270,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14274,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14278,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
14281,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14285,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14289,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
14292,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14297,286,FALSE,0,8,0,0,0,39,0,0,A,0,
14300,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
14304,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14307,154,FALSE,0,8,66,66,70,66,A,E,74,3C,
14311,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
14315,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14318,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14322,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
14326,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
14330,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
14333,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
14338,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
14342,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14345,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
14348,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
14352,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14356,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14359,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
14363,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14367,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
14370,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14373,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14377,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14382,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14385,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14389,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
14392,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
14396,373,FALSE,0,8,C5,C5,7F,3F,C,BA,80,17,
14400,207,FALSE,0,8,0,0,0,0,0,0,0,0,
14403,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
14406,569,FALSE,0,8,AA,82,A2,2,0,0,0,0,
14410,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14413,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
14417,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14420,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14424,373,FALSE,0,8,C5,C5,7F,40,C,BA,80,17,
14428,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
14432,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14435,398,FALSE,0,8,1,0,0,4D,52,0,0,0,
14439,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
14442,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
14446,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14449,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
14453,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
14457,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14461,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14465,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14468,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
14472,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14476,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14480,375,FALSE,0,8,8,8,0,27,E7,0,0,0,
14483,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
14486,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
14490,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
14493,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
14497,377,FALSE,0,8,5,BB,0,FC,41,3F,3D,22,
14501,362,FALSE,0,8,2,1,0,0,0,0,0,0,
14504,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14509,185,FALSE,0,8,8,0,15,0,0,0,0,5,
14512,287,FALSE,0,8,27,10,27,10,27,10,0,0,
14515,373,FALSE,0,8,C5,C5,7F,3E,C,BA,80,17,
14519,667,FALSE,0,8,2,0,0,0,0,0,0,0,
14522,669,FALSE,0,8,2,0,0,0,0,0,0,0,
14525,62D,FALSE,0,8,0,0,0,0,0,0,0,0,
